Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Target
-1.7325381940361015,5.260112427169513,-2.952193761016626,-4.603768097312311,2.2358482863221476,1.9288930404726177,-0.10184533635314663,3.193486774595013,0
2.0729142456616945,2.2405717166837995,-1.3851038587554734,-2.5149618242122482,-0.9847559339545294,1.436259590746357,-1.2552712665980907,2.089871504625298,0
-0.26310576562108934,1.527780788121635,-1.8724140948082812,-0.02800926989507424,1.612809186270293,3.2641936308222457,-1.2964212204901395,1.5378695044256077,0
-0.16434899429220928,-0.550130519734058,-0.01950348553508119,-0.7650000735730837,2.2735227946738403,2.084216711449292,-0.3219312118355421,0.4262529275122299,0
-1.4194229680135666,1.0153237494987275,-0.8644406436722208,-0.009297104773718035,0.3854038195590084,0.4490933883552851,-0.029007396193229562,-1.902917434666152,1
-0.19199559582331238,0.7729839930174157,-0.8217222055310816,-1.3939375508599752,0.8019712429272584,1.146064792752442,-0.1621202899750378,-0.5716847950250544,1
0.8313616357481478,0.5598557166187574,-0.635476525852926,1.137416783353137,-0.0901944068487982,1.6286265088591267,-1.2993677578092,2.258599900864832,1
1.105202099639599,-0.8268171438876948,-2.6371159871058873,0.4260770848660417,3.0010944596451856,6.750345769785214,-2.1764423945625477,-1.1780256256716384,0
-0.6990328624623894,2.705087622743341,-0.3567334649414443,-0.4174216675129364,-1.5949291025556744,-0.3502253947858307,-1.1445145081839627,-1.0802996715971596,0
1.0110177214542981,-1.6821645552186284,-1.3665639964547025,2.120833659014146,0.7284795050825899,3.1870461188088015,-1.037126033924474,-1.3844911711892203,1
-1.3399459836337382,0.8675867660072074,0.7907371904830991,0.9100066600455725,1.6694859915675737,2.4199551863250206,-2.0517695191217964,-0.04011704122682702,0
0.9957066539918573,3.948284352133198,-1.5389498868692688,-3.6217647377133737,0.013285607739711436,1.5824907967951176,-1.3129933519891264,3.942170438873058,0
1.6958715506369213,-1.3424127903036196,4.018549285019376,0.9350353147502557,-3.0415092618248876,-2.714073634145427,-1.227234927251248,-0.6206335732414976,1
0.6049189299611848,-2.036038327267074,-1.531538568955164,1.6075987291630434,3.065850206343494,5.176793346593127,-1.2730390203041244,-0.5147448523636011,1
-4.167167455703206,5.068383485695913,-1.4441999570304977,-1.5243857328651025,0.14758799029307124,-0.19919501015861316,-0.5450358775375761,-3.0985551561849705,0
-4.021861590602208,6.288588857965974,-2.0147512805939325,-3.238884015214337,1.0393333949601873,0.6877329471803569,-0.7386203891094822,-1.1764796697660138,0
1.9287925985640881,-0.7985292841440802,-0.3429010991842918,-1.242441910626665,-0.43949221833299124,0.2576181876480122,0.2415463757815084,0.5091654960413567,1
2.3895750429803386,-0.5391240349296413,1.8128506147282073,1.026616743491103,-2.4585590199596936,-0.3505860166381438,-1.832697534882401,0.8198561772809076,1
-2.897000440208409,4.0647802667699064,-0.7914224230208169,2.828498331431196,-1.4650988693752063,-1.3489487887254814,-0.9428833026037441,2.2707576424176317,0
-2.496979765269905,3.313687254747713,-1.3814347053652205,0.3173201071419385,-1.2786882398847426,-0.09774369929536406,-0.8985893627294645,-3.9091694293203365,0
-0.046717097487936066,-0.49873953130942444,0.8376167197727711,-0.6472421864747513,2.261915332317703,2.9583634569065924,-1.5530730415393472,-0.5441620041313415,1
1.0189254215074697,-0.7982736794188572,0.5337874165886105,1.1058766645361442,-2.1277574241057544,-1.0421624897593886,-0.29276122219356937,-1.8252310281392217,0
1.8665316918185648,-4.576260016881712,-7.447861768902648,2.1660567111774567,3.0360637486593864,4.966132210438549,3.218202145260854,-1.8273165270770748,1
-0.38571492683792263,0.08159465235983611,-0.629769940507233,0.5844052606830382,1.2188234613354527,0.9951962180331392,0.025862183545659168,1.8515388857600703,0
-0.9975956292150087,-1.0360347448913791,2.397677216934279,2.6496072284931294,0.6737916783154251,0.031026694975511852,-1.0969321211098557,0.7044261737690994,0
1.0625791614732056,-1.5856482064334771,-0.04910937589428066,-2.9397020335570683,-0.05478448746811648,-2.837460795602215,3.176368580285546,0.5248796956373121,1
-1.5718073160850632,6.275738171698771,-3.1672507667615064,-1.8134122620561555,-0.7757970274303448,2.2085119602039076,-2.248297662775014,-0.08397121426057708,0
1.7324018645207637,-0.07443322387160486,0.17004882350251116,3.1453073782372893,-1.931379305347387,1.4135428007585933,-2.449734513114218,1.1784540372122856,1
1.064321291789974,-1.47607883790331,3.486820342464728,-0.23496265672307426,-0.915790376266262,-1.7022900816034041,-0.5672217791138172,0.2042318215651986,1
0.42743835924082585,-0.18915721744710776,1.075565267238086,0.649521317419606,0.03682480854674797,0.6779321634277767,-1.1685330829376244,0.8368295013195249,1
-1.1414695935452408,1.372138809617521,-0.41480982103556396,-1.0649540582973853,0.4246475864556436,-1.072341081562015,0.9173251093590815,1.3619154873457902,1
-0.14205438291654326,0.4305363157621551,-1.577785239483235,3.5479287833393864,-0.7388882530299414,2.0293019412860134,-1.595326087357971,-0.5401612887896918,0
-3.218693212437908,4.266650703758549,-0.4181308342851975,0.1575985966395228,0.46047355792359057,-1.077965205755213,-0.2573119218747637,3.474923497956864,0
0.36013032965804315,1.070743933103469,-0.7093566152138822,-0.4138803275548897,-0.5879594198456191,-0.4263960934216889,0.15292099112861668,1.9152740806928321,1
-1.2033651074492864,4.677934569265697,-0.7079439352256256,-0.9298461955047067,-1.5329087909606598,0.4920642852894049,-2.220848657298236,-0.27376932459085435,0
